Review Text,Sentiment
"after hearing on the news that alexa says it cannot comment on politics when asked about voting for trump, but alexa says you should vote for kamala because she is a woman and black, etc., we have decided to use amazon less, henceforth. ",Negative
"i appreciate how pointless it may be to review a behemoth company like amazon but it appears that consumers are powerless to prevent companies like this defrauding them.  unless of course you refuse to use them.  i have read about fake amazon reviews in the press, but today has been the first time i've experienced it.  an item i found via google search was listed on amazon. on further inspection it became clear that all of the reviews are fake.  it also became clear that every other item sold by this amazon merchant were also fake.  to make matters worse, all items are being supplied directly by amazon making them wholly complicit in this fraud.  complaining directly to amazon is impossible as there appears to be no way to do so and their ai chat bots only provide very specific topics to contact them about, fraud not being one of them.  if you are using amazon, please be aware of this.  check out misosu direct shop for example fake reviews, they all start with some made up problem that the item has been given 5 stars for resolving.",Negative
they like to throw your parcels at your door was caught on cctv they drive the vans like they have just stolen them drive up the road on the kurb doing over the speed limit the list goes on  ,Neutral
i recently purchased an item from amazon listed as âmozzie milkâ  125ml at a purchase price of â£17.50 + â£5.90 for post and packing. the item i received is a different product  in a 100ml container. the item was to be delivered from a third party supplier. yet my contract is indisputably with amazon. navigating the click box returns process is straight forward unless there is an anomaly. in my case it appears i have to pay for the return and do not get a refund on the post and packaging. after several hours of exploring ways to have an interactive exchange with a human being have all been closed down by amazon. it claims to have a chat box but clicking the link simply takes you back to square one in a never ending circle. listed email addresses have all been returned as â undeliverableâi managed to find an 0800 number through wikipedia which is accompanied by a warning to expect very long waiting times. amazon have clearly decided to block any communication with customers who they appear to hold as contemptible. i find this morally reprehensible and will not be using amazon again. ,Negative
i have had my details stolen and someone is buying products with an account i did not make. amazon isnât helping try and stop this. i didnât want to block all amazon on my card but now itâs the only way. amazon and amazon uk havenât arenât helping me.,Neutral
"after being a prime member for years, amazon has randomly decided to close my account this week. they say itâs for misuse because iâve returned too many items. i have never returned an item to amazon! despite my best efforts to communicate and get to the bottom of things this week, iâm still without my amazon account. so obviously our alexa stopped working, we canât access prime video, etc. i was able to change my password but that does nothing on a closed account.the real kicker?! they still tried to charge me for a prime video account i cannot access!! how can you charge a closed account?!? because their awful âcustomer serviceâ is allowed!! meta and amazon have grown too big for their britches and have no idea how to communicate with their customer base. disgusting companies!",Negative
"send back a package via dhl following instructions of amazon. also have proof of handing in the package. apparently it was not scanned well so the track and trace doesnât work. result is that me, the customer is not getting money back for a fault that lies with amazon/dhl",Positive
"i've always avoided using amazon like the plague, but now i will never use them again. they sent my order through the usps which lost my package ! they don't stand behind you at all. they wont reimburse me so now i'm out 60 bucks. you can't call and talk to a human - they just send you around in circles ! an absolute garbage company !",Negative
when calling the customer service number they refused to transfer me to an english speaking representative in the usa.  when communicating on the online chat the reps could not understand english and just type in responses that are not quite relevant to my issue. they even promised the order would arrive on 8/30/2024 and as of 9/4/2024 it still has not arrived. i asked them to inform me where the order is located and they could not. all this in writing. why do they lie about arrival dates and yet keep their jobs????? i requested to speak to a supervisor and i was told they donât have oneâ¦ what crick of crap!!,Negative
my card is being used on another account. i let them know but due to data protection they couldnât tell me anything. no checks have been done and i believe a data breach has happened but they advise they donât have a complaints policy or procedure for me to follow. ,Negative
"the drivers do not read the delivery instructions. i have had 2 delivery attempts for not having access to the building. had they read the delivery instructions i would have my package delivered. drivers are doing what they want and thats the bare minimum when they clearly do not read instructions. the first time i contacted customer service, meera was very unhelpful. the attempt was at 5am and the package could have been redelivered same day. all they asked was would i prefer a refund or to replace the items. in order to get them redelivered i chose to replace them.i had to contact customer service again due to drivers incompetency of not following simple directions. the second cutomer service rep,sanika helped tremendously. instead of replacing it or refunding the money this rep actually got ahold of the department so that my package can be delivered by end of day. i will update if my package still is not delivered. ",Positive
"i started receiving packages from amazon that i did not order.  i contacted amazon with all the information and was told several things but never received a fix.  i was told they would conduct an investigation and contact me, the first several times within 7-10 days then 24-48 hours about the fourth time.  never received a response, was even told by customer service to view it as a golden opportunity as i was receiving things i didn't order.  i received a cc bill from my cc company that is not associated with amazon nor on my account with several charges i did not authorized.  obviously someone got access to my cc information and was using it but amazon did nothing to stop this.  at&t universal who has my cc was outstanding, reversing all the charges and issuing me a new card.  called amazon again to let them know about the problem and that a fraud was taking place and they could not be less interested.  if you are receiving 9 of the same paintings, 40 steak knives, 20 bottles of soap and many other items in the same amounts someone in the amazon fraud department should take notice.  they didn't care than and don't care now even when the csr admits the items and amounts are obviously an attempt at fraud.  i'm good and my cc company will get their money back from amazon and amazon just really doesn't seem to care either way so guess they make so much money that issues like this just are not a concern.  make sure you check all your accounts not just the ones you have linked to your amazon account.  they will not help you.",Positive
"the seller central sucks, a-to-z was responded with automated and templated bot reply",Negative
"amazon sent me the wrong order 2 times, the same items. i contacted them to avoid this negative review. we made a deal and they reneged. i contacted them again to discuss it and the rep was arrogant, non-empathetic, and hung up on me. this of course will hurt my trading with them. amazon has become too big to care about its customers and acts like no one matters. let this be a lesson to us all. buy from an amazon competitor!!!",Negative
"ordered an item they said it will come sept 1. didn't come and they said now it will be sept 5. sept 5 came and no delivery, said sept 11. i looked into it and found they had given a fake tracking number, when you check the number it says usps has not recieved the item. i demanded money back and they gave me a run around so i went to the cc company to get my refundavoid amazon!!",Negative
average the design of website is not very simple and convenient. it is not a kind of shopping vibe. all of the things are unremarkable.,Negative
"i have never had an issue with amazon. even the very few times that there has been something wrong, they are amazing and always help. some things are still cheaper in the stores, but i love shopping on amazon. it's the first place i go looking for something i want/need. they also have so many other services that i use quite a lot. amazon music is amazing!",Positive
"i tried to get into my account and was lock out i just open this account a week ago. i tried to use there otp number 3 times and i was still lock out. then called i the 800 number and still no help, i talk to someone who could not understand. i will eat the $20.00 for the tools i order but i will never use you guys never again. i hope this will help some one else !!!!!!!!!!!!",Neutral
"yesterday, i received the most random email from my inquisition friends over at amazon's crooked ""account specialist"" team, who are literally dredging up old disputes from last year to try and recharge for them. it just so happens that ups only keeps tracking records for 120 days. well amazon is trying to collect on a dispute that my bank closed-out in my favor about 456 days later. their account specialist randomly acted like it was a new dispute, even though it's from more than a year ago. i haven't made any returns for the last seven months, and recently made two returns, so i think amazon is trying to retaliate against me for no reason other than that this is their latest maneuver to try and goad me into rethinking legitimate returns.background on dispute: this item was confirmed through ups back then as having arrived at an amazon facility. amazon resisted against refunding me, citing that the item never arrived, contrary to clear evidence at the time. chase bank resolved things in my favor after i produced all the evidence. i have none of it on hand anymore, as this was a closed matter in my eyes, especially 456 days after the fact.i have filed complaints with the ftc, the bbb, and am working on a state attorney general complaint, after amazon sends over my request archive of data. i am not going to allow a billion dollar company to bully me over a $16.91 dispute. the sheer pettiness of it, but if amazon is doing this to multiple consumers, and many of us are subconsciously reconsidering making returns or accepting losses for defective items or amazon's mishandling of a return, then amazon is winning in trying to minimize the number of returns in the most odious way possible.",Positive
amazon is horrible! they customer service is no help. they lie and hang up in your face. i was missing my toothbrush i order and they told me to call the police and make a report on the package which was a toothbrush. i hate amazon and do not recommend it. itâs not our fault we have package thieves roaming the city.,Negative
"beware of their review process. deleted my reviews for mentioning how destroyed the packaging was on a item, and deleted my review on their on batman tv show because i said it was ââawakenedâ and therefore not appropriate for the small children it was marketed towards.â ads on prime video now, no more two day shipping, and prices that make your savings look like peanuts and youâve got just another scam preying on peopleâs probable unlikelihood of going out to find items cheaper elsewhere, run by a billionaire who canât make enough money to not charge an extra $3 per month to remove ads from a formerly ad-less service. ",Negative
"tried to update my phone number twice online, failed twice. called c s and told 3 times i needed to call back cuz they couldn't find my account though it's been active for years.  the have barely english speaking reps who don't know how to solve problems.  it's a waste of time trying to get anything done.  moving on.",Negative
no problem ordering from amazon. they make the process simple and its quick and effective. however the delivering of goods is ridiculous. i have had 2 deliveries in the past 2 days. i physically watched the driver leave his van and walk up the path. he could not see me. i waited for the door to go but nothing happened although i did see the colour of the delivery guys jacket heading back down the close stairs. i assumed it must have been a delivery for next door and thought no more of it for 5 minutes. then my phone went to tell me my package was delivered!!!! news to me so i opened the door and in the middle of my step was my package. the driver made no attempt to ring the bell or knock the door and the same thing happened with yesterdays delivery.if this happens again the item will be returned to amazon for a full refund as i am not in the habit of buying things with a huge risk attached on whetheri receive it or not.i called amazon customer services who were more interested in getting me to jump through hoops than help. after doing all the account verification before speaking to the advisor she was unwilling to help unless i went through all the security again. pathetic. no wonder so many people are upset with the way amazon go about their business. i now understand fully. ,Positive
"i've been loyally using amazon for around ten years now, but my experience with it in 2024, especially within the last two or three months, has been absolutely dreadful. the two most common complaints i have to give, and the most annoying -1. orders being delayed or outright being lost. i had an order that was out for delivery, then it kept being delayed until i was told it would arrive by 10pm, then it was delayed by two days, and the same thing just happened but this time delayed by four days. how can an order be out for delivery and then end up being delayed by days?2. the refund system. i was told by an automated service that i'd be refunded for said cases above, but the system then told me i'd be refunded once the items are returned. i contacted one of the agents and questioned how can i return something that didn't arrive, and thankfully they agreed and refunded me. i don't know what's changed internally, but amazon used to have reliable delivery and a reliable refund system. in the past months it's just completely gone downhill. i won't be using them from here on out. do yourself a favour and use one of the many alternatives that now exist, there are plenty of great websites out there that are currently much better. ",Positive
i pay for prime and expidited shipping. most of the time i do not get shipping when promised. i have had packages come as far off as a week to get when promised 2 day shipping. amazon has zero customer support. if you attempt to get support you get sent to a q&a page. they do not return messages.,Positive
"i did a purchase of a type c charger cable â£9.98 on 20th of august 2024 ! the money was withdrawn from my bank account but on my amazon account everything has disappeared !! i lost my money , amazon doesnât find it !! on my amazon account says i havenât done any purchases on the last 3 months but i did 2 on august 1 on july the service call back isnât working! no one care for it !!!",Neutral
"ferreteria lepanto order number 408-6098572-7581136 sent steps that were not actually ordered by me, some cross orders created by amazon. this seller only returned one third of the cost of the goods. i have reported this many times but the seller gives no response. worldbooks-es order number 408-2796201-2683544 heartbeat series 13. the dvdâs arrived unsealed like second hand, the case is broken, the inner holder is also broken, 2 dvdâs ( 1 and 4) were shiny side up and scratched. i believe these were sent to someone else and returned as damaged and the seller just sent them to me. i have contacted the seller several times requesting a replacement but the seller has never replied. ugreen order number 408-1590034-4549115 sent a cable female to female but the order was for male to female. a return has been requested but the seller expects me to take the item to some dispatch point several miles away from my home. i am 49% disabled and that is why i use the internet to buy goods as i cannot get out much and when i do it is by ambulance or taxi. i have added these 3 sellers to my amazon black list.",Negative
"omg , i have been a prime costumers for many , many years . since mr jeff bezos let amazon and the new ceo mr jassy andy , amazon is getting from worst to worst sadly , but the truth , from :  costumers services geting from worst to worst each day , the deliveries getting late and late at night , or not at all on the same day , even the deliveries before 13h00, are not been delivered either . the prices getting higher and higher , we have to pay extra â£1.99 for berore 13h , that was not before , it was part of been a prime costumer .problems after problems with every deliveries . now they are using evri courier  , evri is one of the worst courier in the uk . the logistic department in amazon are getting worst , why ??, in nearly every order i keep having isues , when you call you are  getting a bunch of incompetent that are not capable of resolving anythings at all . and when you send email to the ceo office , you keep geting generic emails , that are all repeatedly saying the same .  never being able of resolving anythings or any isues , why are they paid for ??, i wander !.. they totaly robotic .whats the point of being a prime costumer ??ð¤ð. enough is enough !.when the new ceo is going to make it back to better again ?, insted of worst ???!!.... please do let me know .",Negative
"just had two packages dumped on my door step by amazon. i beckond the driver who accused me of being very rude for doing so ! he was in his van ready to pull off so what was i supposed to do ? i asked why he didn't wait for me to answer the door, his reply was they are 'trained to leave goods on the door step'.  i have a sign on my door asking couriers not to leave on my door step. i also have a cupboard as safe place where if i were out items can be put they would rather dump & go. i have raised numerous complaints but amazon do not act upon them. ",Positive
i use amazon on weekly basis and is a good service except for prime that is no more as it was in the past. very often there is no difference between prime and normal delivery time,Positive
"i like amazon. it has a lot of selection and you can usually get what you need from there. they have some good offers on there if you get them at the right time. otherwise, it can be a little dearer than on the high street. you have to be careful with some of the cosmetic products, theyâre not always legit. but jeff bezos is really taking the p**s with the minimum spend if youâre not a prime member. itâs been hiked to â£35 spend now. i get that he wants everyone in the world to be on prime. but youâve got enough money now bezos, stop ripping us poorer folk off ð¤¬",Positive
"worst delivery service. my orders always are getting delayed. i get a delivery date confirmed the day of purchase and later on, the add 2-3 more days. oh, iâm sorry for the delay, is all what you get. delivery service sucks. i guess i need to try the pick up option, even when i pay for delivery. ",Negative
i have twice had an email telling me that my order was handed to me!! an out and out lie as i am  still waiting for delivery.amazon has gone downhill very much recently.still no response from amazon 3 days later and still saying the order was handed to resident. truth is not something they are familiar with. hope amazon read this.,Positive
"i didnât get my 10 items order from amazon last year till today,are they become scammers?",Neutral
"as if amazon couldn't get any worse. here's the email i just sent them for removing all my always truthful reviews. all i can think is they are part of this scam the specific vendor is runningyou removed all my reviews because i warned people about a vendor and i have a letter from postmaster general and the fraudulent label to prove they committed mail fraud and also to get vengeance for leaving a truthful review about a shoddy product charged me and sent me the same product a week after i returned it. i've never given anything but accurate honest reviews and if you're going to start silencing customers i'm filing a complaint with bbb and letting everyone on social media know. postmaster showed me the labels they use are created on photoshop and then customer has to pay $12.43 for shipping cause the seller didn't pay the postage. the postmaster contacted the authorities because what the vendor is doing is a federal offense. not to mention, i never ordered a 2nd pair and they not only charged me for them but then i had to pay postage. same thing happened with 1st order. i returned those and only. got back something like $12 which didn't even cover the postage. you need to stop silencing customers who have valid warnings and only. post truthful reviews. i will not take the horrible way you've been treating me, freezing my account and now removed every review i ever posted plus i'll never be allowed to post a review again. i'm filing a complaint with bbb because your reasoning is unfounded and if i need to i will file a lawsuit for discrimination. you have a vendor scamming customers and rather than protect them you elect to allow it continue. another way amazon is proving they hold all the power and americans are at the conglomerates mercy will post a picture of the label when i get it from my mother's car tomorrow which proves this vendor is running a scam and amazon is allowing it",Positive
"this company only cares about making money no matter how poorly the service runs.  if a buyer lies and complains, they get their money back without returning the product.  amazon collects their cut.  the seller loses everytime.",Negative
the app was very easy to scroll through. they helped recommend me items based off my recent searches and helped me find exactly what i was looking for.,Positive
many products and great prices! decent speed in delivery. will purchase from the again!,Positive
my husbandâs to go place for everything every thing gets here so fast in arizona. it is insane. itâs very reliable and itâs very quickly so it is our place to shop when we need stuff asap.,Negative
i have an amazon points credit card.it collects points but amazon can't or won't link it to their site so i can redeem the points....over two months ago and several times since i have tried to get this fixed but they keep telling me soon. i was at one time told ..no worries it fill be fixed in 48 hrs...a month ago...called the bank no help...so canceling the card and quiting prime...thier movies are a sad selection anyway  and if you want to see anything good you need to subscibe and pay another site....,Positive
"basically amazon have stolen my money. they converted a purchase refund to their gift card (which is an account credit not an actual gift card) then use that as a consumer rights get around to keep your money. i have not received the goods ordered as it was damaged a delivered damaged, returned, then the replacement wash machine was damaged in transit and returned before i even received it. they say no replacement is available and refused to refund. and have placed the money into their so called gift card system so you can only buy from them. this has been going on for at least two months now and i want my money back to purchase a washer elsewhere. so at the moment they have my â£335. an incapable delivery company that damage washing machines and an atoz guarantee that is not worth a carrot. iâve contacted amazon customer service several times and thought it was sorted out but was blatantly lied to and have emails saying my money would be refunded. (not happened) this is a blatant circumvention of statutory rights.205-5167737-2730713 1st wash machine cancelled by seller, must have know the delivery company in this area would damage it.205-8799210-9333925 2nd was machine arrived damaged  ;3rd wash machine 026-5050470-3249926 damaged in transit and never arrived after all that they still refuse to refund. amazon customer service is a complete joke that parrot of pre recorded scripts bleating out total incomprehensible rubbish bordering fraudulent behavior to keep my money.",Negative
"very good company, a returns policy which takes some beating. turn around of goods to customer is second to none.",Positive
"if you write a truthful review of poor service on amazon it will be censored, i've gotten total crap and they wouldn't allow my reviews to be posted",Negative
"i used to be a great fan of amazon until my recent purchase! i ordered gu10 warm white for our kitchen. â£9.21 for 5. they arrived the next day and although the box stated cool white the bar code had been covered over with another sticker warm white! on trying the light it was cool white!! the seller knew this. i contacted amazon and explained the seller had been deceitful! they said i could return for a refund which could take upto 9 days. i said i would keep 1 light and return 4. that was not possible i was informed, even though they knowingly sent the wrong item. i sent pictures again no response from amazon. they say they are customer focused not in my case! they are more about protecting the seller. ebay offer buyers protection!!",Positive
i gave 4 stars because the majority of drivers are kind and helpful deserving  5 stars but 2% let the the other drivers and the company down when it  comes to the elderly we seem to speak another language they donât understand us when one off these drivers came yesterday afternoon with order number 204-5796960-3400326 he rang the door entry bell i said bring it up please the address is first floor flat and he translates into leave it downstairs he even had a invisible receptionist sign for it because i certainly didnât ,Positive
"i didnât want to give any stars; however i gave 1 because it was the only option i had. a third party where a family member resides in florida about 2 months ago as a favor purchased 2 items i had asked my son to purchase for me. i sent the photographs so he would know what items they were. i didnât have knowledge that they would both be purchased at amazon. they were a tough light 400 and an eton emergency radio. i only know that my son indicated that the lamp was double the price advertised, no issue with the price of the eton radio. the items were carefully packaged with bubble wrap and foam and mailed to me in puerto rico. upon arrival, the tough light 400 although it looked perfect never turned on. i followed the advice of the manufacturer and nothing worked. the radio was operating well, however i noticed that there were scuff marks on one side and the screw where the lithium battery was looked like it had been tampered with. i called amazon first since i didnât have a receipt or the address where the products were shipped to. amazon immediately responded that i had to have proof of purchase to return and that after 30 days i needed to take the issue to the manufacture. tough light never responded to a message i left them and after sending an email expressing the diverse issues, there position was that in order to return and replace i needed to have proof of purchase. i know that every product sold has a unique number and toughlight could have easily verified if the product i have was sold through amazon m. that ended the story! however, the eton radio was not charging properly solar or with furnished plug to charge in an electrical outlet. the response was 180 degrees from amazon and toughlight! i explained the predicament i was in; not having proof of purchase and not acquainted with the person who purchased the products. people are reluctant to furnish credit card information to a person they donât know, but i am very grateful for the gesture regardless. eton, simply requested my address and committed to sending a shipping label. after they receive the radio, they will send a new product. therefore, my first experience with amazon and lastâ¦ i donât have an exact date, however i do know the products were purchased and sent to me about a few weeks afterwards. by the time i got around to opening the package, my guesstimate is that 1 and 1/2 to 2 months time period from this date. ",Positive
never had any issues which were not resolved. excellent customer service ,Positive
"use ""what three words"" and deliver to the address that's ordered! it's not difficult, everyone else can do it!",Positive
"it has gotten worse and worse. the last 3 orders i have placed did not meet the delivery date. the last order was the wrong item. it was a lesser quality and was less cost. when i called, i was told the replacement wauld be here the next day. 3 hours later it showed it would be in 4 days. i called and i was told that was the fastest it could get to me, but i checked, and if i had ordered the item it would be 3 days. a mistake on the item they shipped and then lyed to me twice. prim means nothing any more. ",Negative
delivery sucks expecting my item now the order the 5 to arrive the 10 and now delay for the 13 ,Negative
"our company, herbal spirits, designed and sold herbal blends that were designed to help people quit smoking addictive, nicotine-filled tobacco cigarettes. amazon deactivated our store for selling marshmallow leaf, a harmless, unregulated herb that grows throughout the world. this loss of revenue directly resulted in the failure of the business. in addition, amazon deactivated a completely separate corporation's account for being ""related"" even though it had violated none of amazon's policies. as a result, that business has also lost the majority of it's revenue, and it now facing bankruptcy. all of the families employed by this business are facing unemployment now. after hiring an attorney to appeal to amazon's legal team, amazon responded that selling marshmallow leaf on their website is fatal to reinstatement of the accounts, even though a quick search on their marketplace reveals that plenty of sellers are still selling products that contain marshmallow leaf. this unfair treatment of our businesses reveals that amazon is clearly in support of addictive substances such as nicotine-filled tobacco cigarettes, and is also in favor of destroying family owned businesses to maintain their dominance of the online retail marketplace. this is also a violation of anti-trust laws. amazon is a very evil monopoly, with a stranglehold on the online retail marketplace, and they should be avoided at all costs.",Negative
the prices on amazon.com are excellent. they ship things quickly and will reimburse someone for any mistakes they make. iâve not a clue as to why anyone would rate this website lower than four stars.,Positive
"amazon is a good platform i buy so many things like charger, shirts, shoes but sometimes my experience is bad sometimes my experience is to good ",Positive
"while i've generally been pleased with the products i've purchased from amazon, their handling of product reviews is incredibly frustrating. recently, i invested my time to write thoughtful and positive reviews for two separate products, only to have amazon remove them without a clear explanation. the communication i received indicated a violation of their community guidelines, though these guidelines are so extensive that it's unreasonable to expect customers to sift through them to determine the precise issue.this isn't just a minor annoyance; it directly affects the sellers whose high-quality products are worthy of praise, but now lack the positive feedback they have earned due to a seemingly capricious review system. further aggravating the situation is the unhelpful customer service that provides no meaningful guidance on correcting the supposed issues with my reviews.despite my appreciation for the value of the products i purchased, the deficient and opaque review process, coupled with a customer service team that gives no definitive answers, has led me to the point of exasperation. consequently, i am no longer inclined to dedicate my time to crafting new reviews. instead, i find myself compelled to voice my discontent here. amazon, unfortunately, has earned this negative feedback due to their lackluster service and unfavorable approach to customer and seller relations.",Positive
drivers now deliver your package wherever they want and you have to get it resent company is now a joke,Neutral
there getting so unreliable and undesirable and the worst part if buy things they want to charged account and bank card twice if the money in amazon balance account shouldn't that cover shipping fee ya charges on top of that after paying for prime free services for free delivery on every thing including food but like every one who greedy they no different then the elite owner who own amazon and they could careless about u cause ir not part of the 1% okay when we gonna learn relaying on company who in it for profit and margins sale okay,Positive
"i cannot believe that i am actually moved to call amazon a bunch of scammers.  i placed an order for an item yesterday evening.  it was on a price offer until midnight and would be delivered the next day (today).  i just happened to look at my orders and saw that it would, now, not be delivered for another twenty four days.  on the order page, i clicked on the image of the item - read that again slowly, on the  order  page,  i  clicked  on  the  image  of  the  item  and it took me back to it, showing that i had bought it the day before but it was now back to its original price and with next day delivery.  i called amazon to query this and was told that i could cancel the order re-place it and my item would arrive the next day.  but, of course, i would have to pay the higher price.  no amount of arguing seemed to be able to answer the question of how exactly the same item can be delivered next day at the higher price, but at the offer price i paid the previous day i would have to wait over three weeks.  insanity.  i demanded to speak to the agent's supervisor and, after more arguing, i was put through.  the supervisor, after more arguing and trying to get through to him the ridiculousness of the situation, was magnanimous enough to offer me the difference in a gift card if i cancelled and re-placed the order.  i don't want an effing gift card, i want the item at the price i paid and with the delivery time advertised on the listing at the time i paid for it.  is that too much to ask?  what they did, by anyone's definition, was a scam and i have now deleted my account.",Positive
"i used to like amazon a lot, in their early years they couldn't be beat because of their quality of service, but things have really changed in my opinion, and they keep getting worse.for the 3rd time this year i've had an order get delayed.  i understand that that's part of mail-ordering... but there's always somethings that are ""hinky"" about the delays. for instance, i received a confirmation 20 hours ago that the items had just shipped and that i could expect them today. just now, i received a delay notice that it ""should"" arrive in 5 days. (how did it get delayed overnight?) and the other delays were similarly nonsensical.i've worked in shipping & receiving positions a lot, in my career days, so i get that odd things can happen, in fact odd can be rather normal in the ""business"". so, i'm unconvinced that the reasons behind any of my recent delayed shipments were the ""normal sort of odd"".the thing with amazon and their sellers is that there's a rather long waiting period when an item gets delayed before they'll consider it lost and grant a refund or whatever. also, they don't take the loss/delay seriously like they used to do back in the day. and to add to that, there's really no place on the amazon site to comment about their site (as if they care about the customer) ... i've always hated looking at the reviews about an item, only to read about shipping issues... now i understand why.so, a month or so ago, i quit amazon prime because paying for better shipping privileges when the shipping services were cruddy didn't make sense. but what am i to do when i want to quit this corporate juggernaut that we've built... they pretty much own the market.",Negative
drivers kept leaving my parcel on door step whiles not at home and without me requesting a safe place alot of my parcels got stolen due to their drivers fault and instead of investigating they blocked my account permanently and blamed it on too many refunds instead of their drivers,Positive
"i purchased a breadmaker from amazon canada site, it was defective so i called amazon customer service and was told that they would send a message to a third party seller and i should hear back from him within 48 hours. he sent a return label in which i would have to pay over 30.00 to ship back as well as a restocking fee. i again called amazon and again they said they would take care of. this time the seller would not respond after 48hours. again i was told it would be taken care of. the next day i got an email telling me the breadmaker was stolen and i would have to get a police report to them i stressed that i had several conversations with them already about this breadmaker and it was not stolen.  the next day i received the same email saying i need the police report.  i called again. this time in complete frustration. a john came on and then said i would need to deal with the seller to resolve now. or he could put a certain percentage on my amazon account if i kept the breadmaker.  what??? all i wanted as a consumer was to return a defective item and have my money returned. i received a message today from their a z department that my claim was denied. so my credit card has been charged and they refuse to take the item back or return my money. do not deal with them, they are no longer the legitimate company they used to be.",Positive
don't get me wrong amazon is great for buying stuff but there one flaw is not sponsoring nfl games i tried to watch the ravens and chiefs game with my dad today but we couldn't its not on prime its being sponsored somewhere else i think amazon should fix that because im not gonna pay for these other apps when i could just watch it on prime!!!,Negative
"terrible delivery placed an order two weeks ago was supposed to come on thursday waited up until 10 oâclock at night. it still didnât arrive. had to contact amazon to be told there was a problem with my order and they would reschedule it till saturday. well what a surprise they have sent me another message saying itâs been rescheduled till monday, so i rang up and told them to cancel it now theyâre saying iâve got wait nearly a week to get my refund. itâs ridiculous. why would you place any more orders with a company? if theyâre not going to deliver it? i donât think they understand the concept.. sadly their customer services got worse that i didnât think it could get. i had to repeat myself to the person nine times and he still didnât seem to understand that i had a pending payment which means i sadly could not access my money and was told by the bank that i needed a code from him so it could be cancelled or they could cancel it for me either way he refused to do it. he said i just had to ring my bank like i havenât done that numerous times before now. i have money that i canât even get to sat there pending. i hate amazon and i will never use them again they are disgusting. i even asked him if i could put a complaint in because i donât think he understood when i said i needed the payment pending cancelled. i want to close the account and i cannot do that until this is done. i would never order from this company ever again because now theyâre holding my money and i canât even get to it my bank said without an authorisation code they could not close it themselves so i had to ring amazon and get them to do it directly which they are refusing to do so my money is just sat there in limbo sadly unimpressed quite wound up and my birthday is tomorrow. iâm so iâm not in the best of moods.. if you ever deal with amazon amazon and it goes wrong, you cannot get any help from anybody",Negative
"without any doubt the worse shop to buy anything! this is an amateur website, made by kids. only crazy people can buy from this store.there are so many things wrong here, that i don't have space, they need to shutdown this horrible immediately, stop stealing people, it's enough!people giving positive reviews or are fake or don't understand nothing of nothing! ok you buy, you receive and many times it's fast and if i want a refund they give no issues, that's it? you still don't get it? how amazon they work? they only want your money, and offcourse you came again, and recommend to others, but they are hidden their dark secrets, for they refund you, they stole the money from the sellers, because they can do whenever they want, they have the monopoly. also because of their bad practices they are paying millions to regulators, because they don't follow the law in nothing! this is trash.for example do you know, they go to your card in your account, and without your permission they make debits? so give your card to these thiefs, they are the best shop in the world, they refynd and ship fast, and you are happy to be cheated by the most expensives prices of the planet? yes they put there msny cheap products to cheat you, make you they are cheap, but less them 5% of their catalogue have a good price just to cheat you, all orders products can be 100x times cheaper everywhere! open the eyes! they have debited my cards so many times without my permission, i considered if i don't checked i will be stolen, they don't have shame to do that? in amazon this is normal for them. and for example delivery time? they say you will be refunded if item don't arrives in time, them when time arrives, they say you need await more 3 days them 1 week, them only after that you can ask refund?? what are a cheaters, liars? and they duplicate my orders, oh my god this is number one website of scamners, and also their website it's only well made, it's full of errors, bugs, looks a shop by children's nothing there makes sense. open the eyes, this is just for lose your time and money, here you are dealing with disonest people ",Positive
amazon are thiefâs. i brought â£50 worth of stuff and they took my money. i have proof on my bank statement but apparently the money is stuck in thin air. they will not send my stuff. but i can buy it again from them! and pay again! i have to take there word that i will get my money back! i have no trust for you. liars and thiefâs. donât trust.,Negative
"as a market place amazon is very easy to use. however fake reviews abound and there are a lot of scams, some obvious, which they don't seem too keen to root out - for example: any number of sd cards which trick your computer or phone into thinking it has a terabyte or even more of extra memory but really only has a fraction of that, and which corrupt your files when the real limit is reached. i decided to part company with amazon when their customer service department contradicted itself, claiming that my account could not be restored when just the previous evening someone from the accounts department had been on the verge of doing precisely that, lacking only immediate access to my email for verification (unfortunately i was away from my computer at the time). i was told i now needed to set up a new account, but in doing so i now stand to lose several years of accumulated kindle books. on account of this dire, confused and unhelpful customer service and the prevalence of scams and fakery i can only rate amazon at 2 stars even though you can buy anything there and the app is easy to use. many i am sure would have only given it one star.",Positive
